id, quality
1257, 5.999999936904721
6409, 5.000182523844868
136, 5.000620469642262
1631, 5.000000084039097
6084, 5.000091975123187
5434, 5.000000000000006
1094, 5.989832895896438
5146, 5.999869990444882
5921, 5.999999990847556
1076, 5.999996581107753
616, 5.002507846804225
4336, 5.999999999845669
219, 5.993891686837065
6403, 5.000274988255569
2397, 5.999999999053915
5240, 5.969457850477783
3696, 5.000243892994731
1070, 5.595739731894311
5890, 5.000275019928613
1270, 5.714903998519139
4641, 5.00005185901293
5299, 5.989084008526646
2494, 5.882556257401237
5276, 5.99999999869919
332, 5.00892498267456
3671, 5.000105837769216
6367, 5.004643086179112
5681, 5.99913623473107
1741, 5.011457553359722
4715, 5.980535693667622
1114, 5.995112977315752
4105, 5.998592195446613
825, 5.001261083381948
88, 5.999997316529284
4551, 5.999879801469126
227, 5.000000347480124
1369, 5.999999992881865
3722, 5.748030829357668
2341, 5.999995783894582
4882, 5.99999745683185
2382, 5.973730332976363
4075, 5.999999958042769
687, 5.000152211047577
2350, 5.000000009581704
2634, 5.000000000070141
5751, 5.00000005928948
5934, 5.000289181482157
6286, 5.818934206692605
6004, 5.000460277767046
4696, 5.997078269514872
5628, 5.999996286983705
3066, 5.00000284430803
6267, 5.676289675863992
3950, 5.371246085426622
1834, 5.4748055175876
848, 5.999998980135936
5852, 5.921481277402467
3034, 5.556081354403214
1074, 5.999708758243388
1184, 5.000000129909633
3788, 5.932962005433235
3267, 5.999996899555929
5640, 5.000159114664108
2076, 5.035259015324118
4634, 5.00195380767838
2075, 5.109203741001194
5741, 5.999986053456342
5008, 5.992134151890818
1485, 5.000458296803584
2010, 5.000003144592865
1899, 5.000000048339752
3514, 5.000037977288035
5819, 5.000007311943935
5040, 5.244274870919661
3998, 5.85375096117679
6425, 5.999999999056109
1733, 5.00175393683725
2925, 5.79301987263164
1528, 5.000080079151575
2332, 5.00106909571866
3492, 5.000476493579261
6177, 5.996214552463858
5338, 5.999998800635803
2599, 5.008417773770803
512, 5.011713240521338
5118, 5.999352908573338
4024, 5.999936232825963
1095, 5.000003904583995
965, 5.191531565357405
1163, 5.000000001795857
5773, 5.345617389166658
4154, 5.000000046093383
2968, 5.950681113106082
2294, 5.999999999787775
2652, 5.142827786381638
4632, 5.00000005928948
4585, 5.000413787648735
754, 5.999995748093472
3471, 5.999999964725724
3506, 5.000000060524401
1513, 5.087132112291676
210, 5.977482581714794
664, 5.000001317636579
6414, 5.000000810989246
2418, 5.000001198071029
2468, 5.999999838163113
1127, 5.999616655967252
4820, 5.001473955989404
495, 5.228573789171485
6256, 5.001379176516837
2732, 5.000454782449005
3053, 5.999971106035201
2954, 5.000367330399439
3663, 5.858551802446455
4410, 5.999999999069199
2153, 5.999858456471286
4691, 5.603052381283345
2971, 5.944000192697265
2616, 5.98144442528082
102, 5.07556643405813
1610, 5.000008477163207
3766, 5.999802090928068
3072, 5.999966688448751
2951, 5.981111592093905
2087, 5.000031706664065
4593, 5.740563033968217
6184, 5.000120673102626
3347, 5.000000010609667
2806, 5.994118973359656
3083, 5.00000015988699
1815, 5.049190339167412
4814, 5.507491889028367
6316, 5.910334490920169
6480, 5.999708959022256
6471, 5.000000000000289
3173, 5.999989671452555
3539, 5.001526148140177
1247, 5.166215600144397
2778, 5.01706156651723
3534, 5.000000783538586
963, 5.999999992825247
708, 5.960051968904541
4145, 5.000509370839622
1594, 5.999989827024481
5734, 5.000000001795857
1304, 5.99999999998618
3748, 5.999999999999998
6189, 5.993377515597221
3245, 5.88693076414545
3697, 5.000171123333246
1859, 5.014696459391924
475, 5.000848886973845
4161, 5.995112977315752
775, 5.961557141553915
2486, 5.999998883384507
2791, 5.99736169054534
3583, 5.006824117739254
6186, 5.99999318951097
5924, 5.999883894684112
4788, 5.000888680345239
2589, 5.983210775920659
5305, 5.999999999881141
3164, 5.000009743818759
451, 5.999999999914646
2376, 5.005032144121445
13, 5.997078269514872
4807, 5.416248766102731
2748, 5.000000375927158
4499, 5.999998050620679
5033, 5.00008893605136
2910, 5.000001563707877
5570, 5.966251175491462
2488, 5.000000084039097
4109, 5.999999990601127
4195, 5.000010754036605
1881, 5.011236228003052
2242, 5.001695959521947
758, 5.99999999428827
1474, 5.996460558213082
5610, 5.000006028095714
5587, 5.00017070060098
1970, 5.000005648803156
2657, 5.302282206957593
4859, 5.407599548692642
4333, 5.999999999331648
6492, 5.319454443049541
543, 5.000750613727668
4270, 5.999672591129874
3804, 5.070394239678147
450, 5.127841573902566
2786, 5.005884976328743
3967, 5.999989241888298
5568, 5.999894702375983
2682, 5.000001317636579
2277, 5.005574411694147
3946, 5.827867033838261
4308, 5.0000000000311
856, 5.999999991332588
1279, 5.000012860448735
3987, 5.000002212283922
5536, 5.00106909571866
345, 5.99999999196117
2172, 5.999960089315361
2834, 5.00000190139491
1286, 5.305751685489849
6350, 5.000000000229967
1908, 5.999999998673411
5070, 5.000000220238189
2933, 5.000000084039097
1486, 5.999985201355621
4128, 5.000454782449005
1882, 5.000000044575328
2937, 5.999999999869939
4329, 5.000003682552138
3839, 5.036480146042686
4457, 5.999805518685018
2773, 5.618696884127939
4055, 5.012487607584806
2437, 5.000001456907795
1307, 5.452186284364892
2912, 5.988933262170675
987, 5.14910649499151
5726, 5.999995748093472
5554, 5.995317363594056
3931, 5.001230284475478
31, 5.999920770932899
2800, 5.999894702375983
3738, 5.999842844970003
2716, 5.311986712672664
270, 5.972733836786764
5752, 5.000000632650369
6226, 5.000006176895731
3880, 5.999999999595657
1258, 5.071339217691488
2441, 5.003284482462866
5410, 5.999999999913782
5912, 5.999999934777914
1411, 5.999998747101503
3584, 5.999999790109844
6234, 5.000688054421556
4577, 5.000000032323557
5471, 5.037611667962389
2354, 5.006025740929632
4310, 5.997078269514872
4225, 5.999995349299038
521, 5.00094434905082
2938, 5.999969815174918
5865, 5.990909948459255
5590, 5.000000002695473
372, 5.026083408691582
6059, 5.000000009259212
167, 5.999998025651543
5936, 5.99997256993666
5411, 5.997161076145254
3507, 5.001121708301721
3654, 5.000510273854309
759, 5.001817154157453
4614, 5.000063411178881
4273, 5.236213830670073
64, 5.993377515597221
5986, 5.702153657370296
4396, 5.000000017839912
4671, 5.999999999984517
3488, 5.11356140754061
1642, 5.000000060524401
3585, 5.00000164693354
5097, 5.046701988027864
4275, 5.257696190166335
3157, 5.999999986366324
3754, 5.99999998337494
1045, 5.982377024822205
4171, 5.999999999643157
5257, 5.999990015778888
277, 5.99999999869919
3156, 5.999997706148998
2513, 5.000000347480124
6224, 5.997957440913439
6300, 5.38112718220847
2538, 5.958932512438508
817, 5.000274988255569
5565, 5.000001340562009
4531, 5.999664921318859
5999, 5.027536161804917
2424, 5.000030804232681
1056, 5.00000117275336
2361, 5.000000084039097
1896, 5.029057571212908
804, 5.99999998888338
4521, 5.027536161804917
2337, 5.998568187010423
980, 5.999977750556625
3817, 5.005964318976356
5550, 5.996460558213082
2979, 5.000000593047826
3357, 5.079130947555401
2168, 5.968687888316532
4570, 5.999998883384507
4485, 5.465330558081353
1830, 5.995402045831905
4891, 5.000620469642262
3284, 5.000000100367521
1248, 5.999999999999995
3168, 5.000007310064597
2071, 5.007455823802001
288, 5.97130117094465
5346, 5.001017959163887
4146, 5.011902108067481
961, 5.9683323878695
610, 5.99736169054534
4727, 5.999999999520531
479, 5.181463421072497
4092, 5.38112718220847
5548, 5.999999998341497
5666, 5.000000044575328
2394, 5.00173981044546
3528, 5.999958308444362
192, 5.999999999977039
5749, 5.999999999847984
3087, 5.999989827024481
2813, 5.000078761301205
3274, 5.998918610393147
5594, 5.000001263919442
1805, 5.986610339883035
5193, 5.999998852141628
436, 5.000344898169208
400, 5.999999999671746
356, 5.983711047584507
4983, 5.99999999987731
6441, 5.999999999896731
4676, 5.000000881302286
1191, 5.999999823507023
5790, 5.173941665188205
1314, 5.001379176516837
2624, 5.000000823359943
5625, 5.99988705533733
3846, 5.575167332776571
1718, 5.999999999357839
4376, 5.999999999183489
1837, 5.968497658758586
5659, 5.999968380323934
4591, 5.000087916183977
1892, 5.999995151282651
742, 5.005229324866917
702, 5.999999999357839
2174, 5.000009110089201
172, 5.999716421112935
255, 5.999999981586706
1173, 5.000001721203129
5078, 5.00000083639013
425, 5.007137615164195
3670, 5.999989698213375
3355, 5.827867033838261
662, 5.999999999924524
2425, 5.99996310178819
686, 5.999999999997437
2836, 5.000000338182376
292, 5.791575887005545
1501, 5.975591293680959
2282, 5.999999976081814
2935, 5.000017801454672
3934, 5.000064637507945
3297, 5.000199291920328
337, 5.000115983335627
4643, 5.999999903731604
3957, 5.998349995620833
6133, 5.999987643294698
5225, 5.981992606761088
5913, 5.005249035080038
4929, 5.999949396040605
3364, 5.000000084039097
1004, 5.000128781057153
2201, 5.999999909276381
5390, 5.995807462374189
4444, 5.089225515698393
4232, 5.993019889251952
3204, 5.000000095797672
2899, 5.999999991065224
1640, 5.99996729411116
974, 5.0000009080908
5186, 5.999986333450182
1680, 5.999999999940945
4996, 5.041724042247141
2302, 5.000008097057409
5404, 5.999999999977039
333, 5.999534490386023
4023, 5.999997539643519
2710, 5.507491889028367
731, 5.755019864500444
4424, 5.420869088910253
4900, 5.81367515623386
2195, 5.999379270339819
5774, 5.982667310292636
1431, 5.886978432138497
3571, 5.99373672452848
3940, 5.997078269514872
3071, 5.999999865837769
3502, 5.998154628801762
4107, 5.03038375310642
4223, 5.961146445881348
2327, 5.999974325661611
4181, 5.000078109868791
216, 5.000008506673924
5044, 5.607422966419428
1898, 5.000026885894588
3887, 5.999982345330326
3740, 5.999967322110955
419, 5.018920434995707
5989, 5.000622312791101
5266, 5.000014377561826
2405, 5.999999960626346
89, 5.192808056084732
4832, 5.999475094024609
5611, 5.000001721203129
3391, 5.999999057575586
464, 5.000000072527466
1944, 5.940550102421994
6080, 5.000001977255677
1490, 5.048437982641938
2873, 5.004661581676618
145, 5.997386821894644
3679, 5.000000026436941
2444, 5.006568705159513
1847, 5.999999997936076
6280, 5.999571537471144
185, 5.999999966252258
3674, 5.999995121420363
1268, 5.999977518641051
5742, 5.00175393683725
5034, 5.000554137414628
1346, 5.000215881368842
1773, 5.000074649757067
5481, 5.99136464400312
5343, 5.000014511428454
2537, 5.999999999520531
3711, 5.03157331102808
1246, 5.00000610440194
1867, 5.999995712393785
480, 5.000000009139787
2506, 5.999890583678987
2613, 5.000006998433198
5048, 5.999993883115956
3044, 5.009480117816006
592, 5.999999981602739
3659, 5.795267772698034
3214, 5.968687888316532
1960, 5.000003078890812
283, 5.181777938042063
975, 5.999975868828298
1422, 5.000691636905363
4642, 5.000020134074585
1716, 5.000000008938929
3249, 5.000256254846086
6272, 5.999999918421965
1928, 5.270181157036311
3149, 5.000024731402286
2739, 5.999999968238586
4687, 5.006358515855764
3907, 5.015652076689672
2291, 5.999992253933935
1214, 5.011853698862877
3774, 5.300029300622964
4406, 5.999999997094174
4940, 5.000052366281701
6222, 5.679529652789352
2399, 5.891290688422506
1221, 5.863860998528367
3452, 5.999999997306392
2227, 5.106823852664713
2807, 5.00000015988699
3994, 5.000002571824792
4302, 5.503155562782623
629, 5.000887173137593
540, 5.000011002124963
4792, 5.002679962293012
2324, 5.995083157502989
4211, 5.046936275904086
5007, 5.999999999998928
4913, 5.000000100367521
4695, 5.849606993761776
4170, 5.999996148270913
420, 5.999999999649594
5013, 5.000000081569199
3648, 5.999999995636529
1219, 5.018324907224584
1649, 5.511775091730421
4745, 5.000000130873342
181, 5.99763883693849
3256, 5.996931716955159
5704, 5.001595704127149
3936, 5.999901921140903
4575, 5.999884574366239
104, 5.000171123333246
3409, 5.99999999999627
2156, 5.994142329386019
2483, 5.000280875908401
4568, 5.416248766102731
2278, 5.023555219244913
2869, 5.999999999967525
4692, 5.004661581676618
6139, 5.999993556877651
3601, 5.000463073845918
1227, 5.999999958042769
1518, 5.000018689551076
123, 5.000037991865387
65, 5.000026885894588
2991, 5.000000021491927
852, 5.14910649499151
4197, 5.000000783538586
1728, 5.114870204905453
1300, 5.010290045284461
1018, 5.000000469732162
6462, 5.362033410106948
841, 5.999999983182334
3831, 5.637040491115989
86, 5.999999848980805
5828, 5.000134204527515
4594, 5.999986333450182
1352, 5.000000960006556
1670, 5.998496992354551
5409, 5.999999999595657
1406, 5.000005648803156
1776, 5.000014377561826
196, 5.024514967801911
2875, 5.000000048339752
1047, 5.999999997847901
285, 5.000005736943368
115, 5.000354342368782
1958, 5.99472009820631
5882, 5.748030829357668
6323, 5.998590627703063
5268, 5.000652196595587
4601, 5.999895044408348
4993, 5.999998050620679
3706, 5.000004929562644
4212, 5.000000000000004
397, 5.999913340845488
6027, 5.000303843699117
507, 5.992134151890818
5479, 5.430822297698096
4509, 5.024803351248477
2315, 5.345617389166658
2029, 5.801335909862743
3097, 5.999717394752946
2231, 5.000240364978458
4864, 5.000093959656614
2281, 5.767906872929429
2609, 5.992134151890818
4987, 5.000014208300287
1137, 5.673623119392394
4083, 5.000001340562009
3111, 5.000931582457047
964, 5.999884903353563
2158, 5.978408846900776
911, 5.999982220805785
5115, 5.999993556877651
5772, 5.999948211159748
5873, 5.673623119392394
523, 5.000002212283922
5006, 5.000000783538586
5235, 5.977793042820137
5796, 5.99999998920783
2192, 5.00098352835875
5914, 5.045660019742771
472, 5.005249035080038
1888, 5.000869690976539
4889, 5.999995005900636
6296, 5.906378784183863
1051, 5.000000783538586
3222, 5.000134204527515
4294, 5.020486805422354
786, 5.99999981357948
1531, 5.846742509416264
559, 5.000043180896342
4917, 5.000007310064597
2543, 5.000000017402516
5561, 5.000000630884847
632, 5.11356140754061
6434, 5.000005069478756
2856, 5.000045877708559
822, 5.003621895291785
3564, 5.00457874397341
2120, 5.984074329487296
2045, 5.999990768015815
4048, 5.000000950454708
3972, 5.999523536582098
1863, 5.00035024168802
137, 5.101099914004458
2433, 5.140828887899624
4300, 5.725261103229373
4291, 5.000494642345715
3902, 5.000007169935692
3025, 5.000000950454708
1053, 5.000009775378974
5723, 5.127595975903477
1880, 5.000000037012149
4253, 5.000000044575328
3737, 5.966181266140724
1329, 5.999955634022257
2725, 5.000020134074585
3883, 5.000228348625081
241, 5.000052366281701
4527, 5.000000000000006
3271, 5.043638249663075
3464, 5.000810404922112
5957, 5.000019486231063
4970, 5.000087625698542
6463, 5.999980499260879
2421, 5.99972961670616
950, 5.000000084039097
5770, 5.948957818845114
5802, 5.007724473527351
4738, 5.999999991181802
2364, 5.097502761808554
5874, 5.999932894265165
2144, 5.000015860111644
1207, 5.99988705533733
4088, 5.999996084823241
3188, 5.980535693667622
3421, 5.000000000000778
2097, 5.997492598780117
4652, 5.000100275760963
620, 5.999612598398381
3848, 5.000049447660023
2646, 5.999987199971863
4514, 5.001143818995712
2884, 5.999996332961288
732, 5.001143818995712
4393, 5.006358515855764
5908, 5.670149712347436
2765, 5.999999064164393
5745, 5.000000390964374
5535, 5.010478561581738
132, 5.000906095273303
5418, 5.001700491211591
4058, 5.000000007508017
6260, 5.99988460315353
118, 5.992319411095417
2696, 5.999982690032742
650, 5.99702635764603
3352, 5.00000277847934
1282, 5.001121708301721
111, 5.958722239659847
108, 5.849777557691435
2853, 5.999783541692974
4052, 5.897886171397966
4248, 5.000000110443656
5662, 5.000045877708559
5331, 5.999999999999687
3038, 5.999999924213606
4946, 5.999999843030004
4103, 5.00000164693354
6201, 5.999999999744977
3382, 5.999999999331648
6049, 5.999974521390239
4867, 5.999999999869939
155, 5.999999977025501
1715, 5.41128602436152
432, 5.000002115712632
5263, 5.999998802843786
5617, 5.000323857550815
6362, 5.999997388535212
3349, 5.002271020853484
1954, 5.999999947512512
1775, 5.000439259591473
3525, 5.000346777440885
4731, 5.001078542840578
2761, 5.999999999017368
4278, 5.998918610393147
5060, 5.99999999982889
477, 5.999831774779172
2923, 5.999994575050712
4193, 5.001230284475478
4174, 5.914896321349
729, 5.999883894684112
