id, quality
1257, 6.752347854027651
6409, 5.564447528443655
136, 5.131076471234409
1631, 5.440369117686614
6084, 5.232439414382932
5434, 5.56230527846726
1094, 6.003041360962681
5146, 6.218958411217095
5921, 6.341862075811422
1076, 6.167710560831146
616, 5.435889506342516
4336, 6.463350194588386
219, 6.102760921977302
6403, 5.768135202449717
2397, 6.406510939543621
5240, 5.66929661881253
3696, 5.267444256084604
1070, 6.031332267630963
5890, 5.452533542442989
1270, 5.671397631230816
4641, 5.395141757301663
5299, 6.109267326386733
2494, 5.909579996639803
5276, 6.502188500787538
332, 5.831661204233947
3671, 4.88619514059364
6367, 5.705531931675216
5681, 5.883073599825819
1741, 5.645405795833758
4715, 6.030193874616013
1114, 6.042945690285412
4105, 5.786035662378073
825, 5.741436117363799
88, 6.314171000556867
4551, 6.099732810341302
227, 5.414568539821946
1369, 6.349182227575763
3722, 6.083308092006534
2341, 6.174723049402319
4882, 6.140754416353
2382, 5.679808913289344
4075, 6.203318960789247
687, 5.319841910936464
2350, 4.918160863496635
2634, 4.849906881956815
5751, 5.573748490211348
5934, 5.885106243592369
6286, 6.051896497143455
6004, 5.503204087318531
4696, 6.20492130757692
5628, 6.127159284304713
3066, 5.25765520174183
6267, 5.960353356875069
3950, 5.720285236289537
1834, 5.712660529023203
848, 6.742503940168891
5852, 5.812469855636738
3034, 6.000419794413964
1074, 5.859726526340123
1184, 5.225880687486714
3788, 6.085590720888005
3267, 6.290993566413821
5640, 5.290116005825888
2076, 5.555391342456752
4634, 5.271476534559036
2075, 5.855283995557443
5741, 6.326799818791688
5008, 5.940455313803646
1485, 5.462314111634212
2010, 5.32621842014118
1899, 5.527096935599502
3514, 5.779707905818991
5819, 5.032481858559352
5040, 5.791452453525139
3998, 5.969663276316676
6425, 6.564352386307188
1733, 5.467218288358147
2925, 5.899187043834015
1528, 5.794080204082176
2332, 5.937074369289159
3492, 5.36498103168803
6177, 5.745082653953989
5338, 5.99779111669758
2599, 5.792290542275333
512, 5.795740365363359
