id, quality
1257, 6.760432009024052
6409, 5.560429436001494
136, 5.093380463072769
1631, 5.438175604580774
6084, 5.191740716939917
5434, 5.614423882066244
1094, 5.988645429009965
5146, 6.231885196299203
5921, 6.35813713092986
1076, 6.174835548722399
616, 5.42441495351401
4336, 6.484617298064924
219, 6.068111559729788
6403, 5.735502234399725
2397, 6.427857126793075
5240, 5.679076529993161
3696, 5.229459183373319
1070, 5.948535860301206
5890, 5.4626730885428
1270, 5.612918213826008
4641, 5.340630331847702
5299, 6.100305998622236
2494, 5.940100461305416
5276, 6.522380675747502
332, 5.877852507379357
3671, 4.811798227288908
6367, 5.716781126609146
5681, 5.886610930326293
1741, 5.62412476973677
4715, 6.059201136763928
1114, 6.065783171634226
4105, 5.780703181290856
825, 5.748930945994376
88, 6.30814053363834
4551, 6.099883280139078
227, 5.407562779487191
1369, 6.338926139044533
3722, 6.095277068209797
2341, 6.18595282550408
4882, 6.141324636270546
2382, 5.616177322465755
4075, 6.198695695131713
687, 5.295142192071557
2350, 4.933158136874245
2634, 4.902360546424408
5751, 5.637461822452213
5934, 5.909194445345554
6286, 6.079773295985818
6004, 5.495623982135546
4696, 6.210091954749938
5628, 6.064188944774396
3066, 5.236025615862165
6267, 5.952659285799845
3950, 5.715158952960432
1834, 5.792712843539394
848, 6.71070586319916
5852, 5.828679463110529
3034, 5.986098067020682
1074, 5.819053506864387
1184, 5.190730350224214
3788, 6.089198953040146
3267, 6.313541013577483
5640, 5.249242471419298
2076, 5.553002117905283
4634, 5.25734316858264
2075, 5.813356502604064
5741, 6.291488737209614
5008, 5.957735240265741
1485, 5.476534871533762
2010, 5.289118670058084
1899, 5.544196532539307
3514, 5.797152726958217
5819, 5.048990533065588
5040, 5.772491570813211
3998, 5.948236066145157
6425, 6.601787033476869
1733, 5.485578367924402
2925, 5.874767371590168
1528, 5.812802611413119
2332, 5.936523221448359
3492, 5.380800521751418
6177, 5.753372463802009
5338, 6.011891936086915
2599, 5.810703938335548
512, 5.800543792836095
5118, 5.671049360130199
4024, 5.958967519212068
1095, 5.272098459143099
965, 5.885973600656521
1163, 5.584260564200966
5773, 5.853457632045549
4154, 5.677249877701387
2968, 5.586412876394506
2294, 6.585856285119588
2652, 5.600856551492649
4632, 5.637461822452213
4585, 5.590814619275598
754, 5.97475449905844
3471, 6.42336047610473
3506, 5.405804903896906
1513, 5.484364993685816
210, 5.752756580579459
664, 5.322401579754868
6414, 5.73986643904477
2418, 5.241193693718055
2468, 6.017949146285344
1127, 6.055728156623281
4820, 5.941334455641561
495, 5.736935205846477
6256, 5.5639379815604
2732, 5.233010723884098
3053, 6.065208683743647
2954, 5.527941395246105
3663, 5.425338172207322
4410, 6.577130634566641
2153, 5.784897757677717
4691, 5.905543500341979
2971, 5.43048289007136
2616, 5.935979642996817
102, 5.446400231483768
1610, 5.393602702158079
3766, 5.849557140543117
3072, 5.995320673142146
2951, 5.672746188233982
2087, 5.035568584406557
4593, 5.558401285755327
6184, 5.845875486727611
3347, 5.99526968479036
2806, 5.476206117262157
3083, 5.146273308305364
1815, 5.219167054320827
4814, 5.573893030857289
6316, 5.594813094579721
6480, 5.967944316954716
6471, 4.692207564784598
3173, 6.267046582199788
3539, 5.477586576099993
1247, 6.167633474711373
2778, 5.370223218359229
3534, 5.631491402806981
963, 6.376862687352865
708, 5.741761883510696
4145, 5.587627119330769
1594, 6.055416281163316
5734, 5.584260564200966
1304, 6.480276988710526
3748, 7.002431938172286
6189, 5.721406028578356
3245, 5.664635346438505
3697, 5.68513581958363
1859, 5.411520880698906
475, 5.485932567499927
4161, 6.065783171634226
775, 6.144815025636906
2486, 6.072548811906733
2791, 5.993366079200332
3583, 5.567051187130269
6186, 6.110367654689065
5924, 6.371995553001128
4788, 5.484573903688689
2589, 5.718851073843437
5305, 6.475250092594091
3164, 5.180339681249572
451, 6.459822573051383
2376, 5.3280712182609
13, 6.210091954749938
4807, 5.645967143937577
2748, 5.28937718784875
4499, 5.957861370124681
5033, 5.833081275159122
2910, 5.274502456790112
5570, 6.027859329509592
2488, 5.438175604580774
4109, 6.143020391306082
4195, 5.350444616530251
1881, 6.019612784612877
2242, 5.789331479162858
758, 6.580828947628241
1474, 5.895708210188526
5610, 5.372421586541251
5587, 5.335874079708796
1970, 5.891217238550885
2657, 5.569411552846578
4859, 5.875235096803204
4333, 6.546624632832544
6492, 5.721915880477569
543, 5.624770822909844
4270, 6.258722117549541
3804, 5.908986158841172
450, 5.88928321624628
2786, 5.792934756016469
3967, 6.695174396081208
5568, 5.970510472881307
2682, 5.322401579754868
2277, 5.577281328103496
3946, 5.721621312320338
4308, 5.475321930169574
856, 6.640337931053683
1279, 5.530557052293844
3987, 5.345696000677516
5536, 5.936523221448359
345, 6.585306042144616
2172, 6.16200411731551
2834, 5.180274722940932
1286, 5.556815680286801
6350, 5.157865997178341
1908, 6.392577279219076
5070, 5.215717390128868
2933, 5.438175604580774
1486, 6.413027521103702
4128, 5.233010723884098
1882, 5.486589156634003
2937, 6.700386200878524
4329, 5.345123622663159
3839, 5.624471270634999
4457, 6.548456067664572
2773, 6.001866959176111
4055, 5.284449607944477
2437, 5.64826960770381
1307, 5.773797325103522
2912, 6.098779903591879
987, 5.84996213459336
5726, 5.97475449905844
5554, 5.430178608879792
3931, 5.106231781737931
31, 6.298872042625236
2800, 5.970510472881307
3738, 5.838771468793595
2716, 5.737818587521165
270, 5.634195878109226
5752, 5.15614608723488
6226, 5.452204843559713
3880, 6.393427173144277
1258, 5.698672219828968
2441, 5.467575077278189
5410, 6.66092484722457
5912, 6.141406260267963
1411, 6.486578779087381
3584, 6.069037373410401
6234, 5.187857489900781
4577, 4.883898983976616
5471, 5.921476550253421
2354, 5.64153631749039
4310, 6.210091954749938
4225, 6.56618860948775
521, 5.327775063752255
2938, 5.773747596502944
5865, 5.760957472923341
5590, 5.549477197029976
372, 5.658996871926525
6059, 5.592096126227873
167, 6.648608866471106
5936, 5.994329768244076
5411, 5.916712301512735
3507, 5.549137044325782
3654, 5.631277509523976
759, 6.023674722697299
4614, 5.844170231085619
4273, 6.236622021276695
64, 5.721406028578356
5986, 5.842634463948446
4396, 5.413612056318845
4671, 6.824736410071171
3488, 5.548771903906159
1642, 5.405804903896906
3585, 5.263437961548092
5097, 5.83520446479633
4275, 5.555574171432012
3157, 6.401122144604585
3754, 6.376033856703649
1045, 5.750782559213532
4171, 6.620786662742267
5257, 6.118871281588614
277, 6.522380675747502
3156, 6.243891876594551
2513, 5.407562779487191
6224, 6.143604702637974
6300, 5.657521000416439
2538, 5.801474941945321
817, 5.735502234399725
5565, 5.205358733492416
4531, 6.525824920075182
5999, 5.732201928717293
2424, 5.198692165212101
1056, 4.974457947083486
2361, 5.438175604580774
1896, 5.729117249749922
804, 6.460197671209059
4521, 5.732201928717293
2337, 6.004376149650737
980, 6.375324256059114
3817, 5.236881816966348
5550, 5.895708210188526
2979, 5.031764550257239
3357, 5.328005706012424
2168, 5.933046063598347
4570, 6.072548811906733
4485, 5.810907077341927
1830, 6.078207580426318
4891, 5.093380463072769
3284, 5.428219225083126
1248, 6.926323349020203
3168, 5.618167366138257
2071, 5.15597415812886
288, 5.906701844939213
5346, 5.266143579076762
4146, 5.650057871422995
961, 6.080038343040286
610, 5.993366079200332
4727, 6.558750389679428
479, 5.266858943326614
4092, 5.657521000416439
5548, 6.356154190596752
5666, 5.486589156634003
2394, 5.340126155519535
